[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-05 16:07:40] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-05 16:07:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859\
[2024-11-05 16:07:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/blog/
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap.xml
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap_index.xml
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css?simply_static_page=3797
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 463 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7d5ab4-sv4Eer.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-skew.min.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:96f803bff8991287dc54118ed2e11ed8b0bae4c2===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7dcc6a-rMqvAU.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css?simply_static_page=3798
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css?simply_static_page=3798
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 651 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7dcc6a-rMqvAU.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:4bc43313c542b3569b0303684c6b183252378d7e===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7e3c6c-aX8gk5.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css?simply_static_page=3799
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css?simply_static_page=3799
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 564 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7e3c6c-aX8gk5.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-bottom-right.min.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:50cd92878ba8d354513ec7b62b54d5b63f91a1f8===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7eb14f-lmoXMQ.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css?simply_static_page=3800
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css?simply_static_page=3800
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:103] Filesize: 637 bytes
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7eb14f-lmoXMQ.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.css
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:51] [class-ss-page.php:119] Checking Content Identical:21597536c64c5b44930d250b139284a6a78ee1d5===. Value: FALSE
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-11-05 16:07:51] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 617
[2024-11-05 16:07:51] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d7f26d7-1xTr5r.tmp
[2024-11-05 16:07:51] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css?simply_static_page=3801
[2024-11-05 16:07:51] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css?simply_static_page=3801
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:103] Filesize: 550 bytes
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d7f26d7-1xTr5r.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-to-top-right.min.css
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:52] [class-ss-page.php:119] Checking Content Identical:20dafa790f0dcf626da53e8e11470f7bb6838d77===. Value: FALSE
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-11-05 16:07:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 617
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d806ba4-jREhAw.tmp
[2024-11-05 16:07:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css?simply_static_page=3802
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css?simply_static_page=3802
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:103] Filesize: 602 bytes
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d806ba4-jREhAw.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.css
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:52] [class-ss-page.php:119] Checking Content Identical:3c6aecbbb89c541846218262e973f52e4ecb9a00===. Value: FALSE
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-11-05 16:07:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 617
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d80efb8-mJJeQc.tmp
[2024-11-05 16:07:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css?simply_static_page=3803
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css?simply_static_page=3803
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:103] Filesize: 514 bytes
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d80efb8-mJJeQc.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-top.min.css
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:52] [class-ss-page.php:119] Checking Content Identical:a5332723b68b96becf77e69c6974b05e10f91582===. Value: FALSE
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-11-05 16:07:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 617
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d81614c-EcXekL.tmp
[2024-11-05 16:07:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css?simply_static_page=3804
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css?simply_static_page=3804
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:103] Filesize: 592 bytes
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d81614c-EcXekL.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.css
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:52] [class-ss-page.php:119] Checking Content Identical:385e849b5f25dcbef7819d33432a5b9f9324cd49===. Value: FALSE
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-11-05 16:07:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 617
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d81cf08-JMksyb.tmp
[2024-11-05 16:07:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css?simply_static_page=3805
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css?simply_static_page=3805
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:103] Filesize: 511 bytes
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d81cf08-JMksyb.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-vertical.min.css
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:07:52] [class-ss-page.php:119] Checking Content Identical:8261305380242366e1631903d950f046bf8b3c34===. Value: FALSE
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
[2024-11-05 16:07:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 617
[2024-11-05 16:07:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42d823cd2-EGZfnN.tmp
[2024-11-05 16:07:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css?simply_static_page=3806
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css?simply_static_page=3806
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:103] Filesize: 107 bytes
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
[2024-11-05 16:07:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42d823cd2-EGZfnN.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css
